raw_text,normalized_text,issue_summary,primary_domain,issue_type,severity_level,public_safety_flag,vulnerable_population_flag,inferred_language,submission_channel,city,ward_id,has_image,image_description,confidence,is_edge_case,is_noisy,clip_prompt
सरकारी स्कूल की छत टपक रही है।,The government school building in Chepauk is in a deteriorated state with leaking roof and broken toilets.,Infrastructure at the government school in Chepauk is in severe disrepair. The conditions are unhygienic and unsafe for children.,Social Infrastructure & Public Health,school_infrastructure,6,0,True,Hindi,Voice Hotline,Chennai,112,False,,0.85,False,False,"A photo showing school infrastructure, a civic issue, or broken public infrastructure."
Photo of unhygienic street food stall near Valasaravakkam.,Unhygienic food is being served near Valasaravakkam causing food poisoning with multiple residents hospitalised.,A food poisoning incident in Valasaravakkam has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,Social Infrastructure & Public Health,public_health_service,8,1,False,English,Citizen Kiosk,Chennai,85,True,Photo of expired products displayed for sale at a food stall.,0.84,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
Attached photo clearly shows the pipe leak and waterlogged road.,A burst or leaking water pipe in Thiruvanmiyur South is causing waterlogging and significant water wastage.,"A water pipe has burst in Thiruvanmiyur South, causing road flooding and water wastage for several days. Despite complaints, no repair crew has visited.",Core Infrastructure & Public Works,water_supply_failure,6,0,False,English,Mobile App,Chennai,187,True,Photo showing a wet and waterlogged road with a visible crack in the pipeline below.,0.97,False,False,"A photo showing water supply failure, a civic issue, or broken public infrastructure."
See attached image of dangerous leaning wall near Ambattur West school.,A structurally unsafe and crumbling building near Ambattur West is at immediate risk of collapse.,An abandoned building in Ambattur West is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Urban Planning & Real Estate,unsafe_structure,8,1,False,English,Web App,Chennai,87,True,Photo of an old building with visible cracks running through the exterior walls.,0.86,False,False,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
"बस सेवा बंद हो गई, कोई सूचना नहीं मिली।",MTC bus service to Alwarpet has been suspended or severely reduced without prior notice.,Public bus service to Alwarpet has been stopped with no advance notice. Commuters are stranded.,Transportation & Traffic,public_transport_failure,4,0,False,Hindi,Citizen Kiosk,Chennai,115,False,,0.84,False,False,"A photo showing public transport failure, a civic issue, or broken public infrastructure."
குப்பை நாற்றம் எங்கும்,A garbage accumulation or sanitation issue has been reported.,Residents of Perungudi are being subjected to nighttime noise from function halls and construction. Quality of life is being affected.,"Sanitation, Environment & Parks",environmental_pollution,3,0,False,Tamil,Voice Hotline,Chennai,192,False,,0.74,False,True,"A photo showing environmental pollution, a civic issue, or broken public infrastructure."
வார்டு அலுவலகம் எந்த புகாருக்கும் பதில் அளிக்கவில்லை.,Multiple complaints raised by residents of Anna Nagar Tower have received no response from municipal authorities.,Residents of Anna Nagar Tower have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,"Emergency, Safety & Accountability",civic_corruption,5,0,False,Tamil,Citizen Kiosk,Chennai,103,False,,0.86,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
See image — construction happening without any approval notice.,An unauthorized building is being constructed in Mangadu without required municipal approvals.,Illegal construction has been flagged in Mangadu where a building is being built without any approved plan.,Urban Planning & Real Estate,illegal_construction,5,0,False,English,Web App,Chennai,151,True,Photo of construction happening at night without safety lights or permissions.,0.92,False,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
See the attached image of the sinkhole that formed overnight.,The road in Otteri has collapsed creating a large sinkhole and blocking all traffic.,"A road collapse has been reported in Otteri following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",Core Infrastructure & Public Works,road_damage,8,1,False,English,Citizen Kiosk,Chennai,72,True,"Image of a large section of road that has completely sunk and caved in, with a safety cone placed nearby.",0.89,False,False,"A photo showing road damage, a civic issue, or broken public infrastructure."
"Pavement blocked by illegal stall, old people falling on road.",Footpath near Mogappair has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Mogappair, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,0,False,English,Mobile App,Chennai,81,False,,0.91,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
"Garbage thrown openly near the water body, serious pollution.",Waste is being illegally dumped openly near the park or water body in Lattice Bridge causing pollution.,Illegal open dumping near the park or lake in Lattice Bridge is increasing daily. The practice is creating environmental and health hazards.,"Sanitation, Environment & Parks",waste_management,5,0,False,English,Mobile App,Chennai,176,False,,0.95,False,False,"A photo showing waste management, a civic issue, or broken public infrastructure."
"Waist-deep water on the main road near Karambakkam, no way out.",Severe flooding in Karambakkam has submerged roads and homes leaving residents stranded.,Flash flooding in Karambakkam has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,"Emergency, Safety & Accountability",flooding,9,1,False,English,WhatsApp,Chennai,89,False,,0.89,False,False,"A photo showing flooding, a civic issue, or broken public infrastructure."
An unauthorized building near George Town is encroaching on the storm drain causing waterlogging.,Unauthorized construction near George Town is blocking the storm drain causing waterlogging.,An edge case where illegal construction is simultaneously violating planning rules and blocking drainage infrastructure in George Town.,Urban Planning & Real Estate,illegal_construction,6,0,False,English,Mobile App,Chennai,53,False,,0.74,True,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
"ஐந்து மணி நேரம் காத்திருந்தோம், ஒரே ஒரு மருத்துவர்.",The government hospital in Mint is severely understaffed and running out of essential medicines.,The government hospital in Mint has been operating without adequate doctors and medicines. Patients are waiting for hours.,Social Infrastructure & Public Health,public_health_service,8,0,True,Tamil,Voice Hotline,Chennai,50,False,,0.96,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
பள்ளி கழிவறைகள் உடைந்திருக்கின்றன.,The government school building in Boat Club is in a deteriorated state with leaking roof and broken toilets.,Infrastructure at the government school in Boat Club is in severe disrepair. The conditions are unhygienic and unsafe for children.,Social Infrastructure & Public Health,school_infrastructure,6,0,True,Tamil,Voice Hotline,Chennai,135,False,,0.97,False,False,"A photo showing school infrastructure, a civic issue, or broken public infrastructure."
குப்பை காரணமாக எலிகள் பெருகிவிட்டன.,A severe rodent infestation in Porur linked to garbage accumulation is biting children.,Uncollected garbage in Porur has led to a severe rat infestation. Rats are biting children and entering homes.,"Sanitation, Environment & Parks",vector_pest_control,6,0,False,Tamil,WhatsApp,Chennai,88,False,,0.94,False,False,"A photo showing vector pest control, a civic issue, or broken public infrastructure."
"बस सेवा बंद हो गई, कोई सूचना नहीं मिली।",MTC bus service to Sholinganallur has been suspended or severely reduced without prior notice.,Public bus service to Sholinganallur has been stopped with no advance notice. Commuters are stranded.,Transportation & Traffic,public_transport_failure,4,0,False,Hindi,Mobile App,Chennai,191,False,,0.86,False,False,"A photo showing public transport failure, a civic issue, or broken public infrastructure."
பழைய சரக்கு வாகனம் தெருவில் கிடக்கிறது.,An abandoned vehicle has been blocking the road near Siruseri for several weeks.,A rusted abandoned vehicle has been occupying road space near Siruseri for over a month. Despite complaints it has not been removed.,Transportation & Traffic,parking_violation,3,0,False,Tamil,Voice Hotline,Chennai,196,False,,0.85,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
Image clearly shows the extent of structural damage near Indira Nagar.,A structurally unsafe and crumbling building near Indira Nagar is at immediate risk of collapse.,An abandoned building in Indira Nagar is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Urban Planning & Real Estate,unsafe_structure,8,1,False,English,Mobile App,Chennai,175,True,Photo of an old building with visible cracks running through the exterior walls.,0.91,False,False,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
Commercial vehicles parked on road from evening until morning.,Illegal parking near Kodambakkam is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Kodambakkam is blocking a full lane of traffic. Emergency vehicles are unable to pass.,Transportation & Traffic,parking_violation,4,0,False,English,WhatsApp,Chennai,127,False,,0.84,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
கழிவுநீர் தெரு முழுவதும் நாற்றம்,A garbage accumulation or sanitation issue has been reported.,An abandoned building in Kilpauk is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,Urban Planning & Real Estate,unsafe_structure,8,1,False,Tamil,Web App,Chennai,104,False,,0.76,False,True,"A photo showing unsafe structure, a civic issue, or broken public infrastructure."
"போக்குவரத்து விளக்கு கெட்டுவிட்டது, விபத்துகள் நடக்கின்றன.",The traffic signal at Ullagaram junction is malfunctioning causing accidents and chaos.,The traffic signal at the main junction in Ullagaram has been non-functional for two days. Near-miss accidents are being reported during peak hours.,Transportation & Traffic,traffic_signal_fault,7,1,False,Tamil,Voice Hotline,Chennai,162,False,,0.93,False,False,"A photo showing traffic signal fault, a civic issue, or broken public infrastructure."
Hospital staff rude and unresponsive to patients in Thiruvottiyur.,The government hospital in Thiruvottiyur is severely understaffed and running out of essential medicines.,The government hospital in Thiruvottiyur has been operating without adequate doctors and medicines. Patients are waiting for hours.,Social Infrastructure & Public Health,public_health_service,8,0,True,English,Web App,Chennai,1,False,,0.92,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
Photo of months-old complaint slip with no action taken.,Multiple complaints raised by residents of Pulianthope have received no response from municipal authorities.,Residents of Pulianthope have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,"Emergency, Safety & Accountability",civic_corruption,5,0,False,English,Web App,Chennai,45,True,Image of a repeated complaint form submitted multiple times for the same issue.,0.96,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
ट्रेड लाइसेंस के लिए वार्ड अफसर रिश्वत मांग रहा है।,A municipal official in Ambattur is demanding bribes for routine civic approvals and services.,Residents in Ambattur have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,"Emergency, Safety & Accountability",civic_corruption,7,0,False,Hindi,Mobile App,Chennai,79,False,,0.94,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
Photo of long patient queue at Karapakkam government hospital.,The government hospital in Karapakkam is severely understaffed and running out of essential medicines.,The government hospital in Karapakkam has been operating without adequate doctors and medicines. Patients are waiting for hours.,Social Infrastructure & Public Health,public_health_service,8,0,True,English,Web App,Chennai,183,True,Image of an empty medicine dispensary counter at a government hospital.,0.93,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
வெள்ள நிலையின் படம் இணைத்துள்ளேன்.,Severe flooding in Koyambedu has submerged roads and homes leaving residents stranded.,Flash flooding in Koyambedu has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,"Emergency, Safety & Accountability",flooding,9,1,False,Tamil,Citizen Kiosk,Chennai,99,True,Aerial photo of a flooded residential area with water covering roads and compounds.,0.88,False,False,"A photo showing flooding, a civic issue, or broken public infrastructure."
See image of the same unresolved issue after 10 complaints.,Multiple complaints raised by residents of Manapakkam have received no response from municipal authorities.,Residents of Manapakkam have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,"Emergency, Safety & Accountability",civic_corruption,5,0,False,English,Web App,Chennai,93,True,Image of a repeated complaint form submitted multiple times for the same issue.,0.93,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
बिना स्वीकृत नक्शे के इमारत बन रही है।,An unauthorized building is being constructed in Periamet without required municipal approvals.,Illegal construction has been flagged in Periamet where a building is being built without any approved plan.,Urban Planning & Real Estate,illegal_construction,5,0,False,Hindi,WhatsApp,Chennai,60,False,,0.94,False,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
light not working,A street lighting issue has been reported.,Residents in Puzhal have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,"Emergency, Safety & Accountability",civic_corruption,7,0,False,English,WhatsApp,Chennai,23,False,,0.73,False,True,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
See the image — water gushing out of broken pipeline.,A burst or leaking water pipe in George Town is causing waterlogging and significant water wastage.,"A water pipe has burst in George Town, causing road flooding and water wastage for several days. Despite complaints, no repair crew has visited.",Core Infrastructure & Public Works,water_supply_failure,6,0,False,English,WhatsApp,Chennai,53,True,Image of a leaking water pipe joint with water pooling on the footpath.,0.9,False,False,"A photo showing water supply failure, a civic issue, or broken public infrastructure."
बंद आंगनवाड़ी की फोटो भेज रहा हूं।,The anganwadi center in Alapakkam has been non-functional for weeks depriving children of meals.,The anganwadi center in Alapakkam has been closed for three weeks. Young children are being deprived of nutrition and early care services.,Social Infrastructure & Public Health,public_health_service,7,0,True,Hindi,Mobile App,Chennai,145,True,Image of an anganwadi building with a damaged roof and broken windows.,0.88,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
இரவு நேரத்தில் பூங்கா அருகில் குப்பை கொட்டுகிறார்கள்.,Waste is being illegally dumped openly near the park or water body in Kolathur causing pollution.,Illegal open dumping near the park or lake in Kolathur is increasing daily. The practice is creating environmental and health hazards.,"Sanitation, Environment & Parks",waste_management,5,0,False,Tamil,WhatsApp,Chennai,46,False,,0.94,False,False,"A photo showing waste management, a civic issue, or broken public infrastructure."
Bribe demanded for a simple water connection in Kovur.,A municipal official in Kovur is demanding bribes for routine civic approvals and services.,Residents in Kovur have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,"Emergency, Safety & Accountability",civic_corruption,7,0,False,English,Web App,Chennai,146,False,,0.93,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
"பள்ளி அருகில் சாலை குழிகளும் கால்நடை வழி கோடும் இல்லை, குழந்தைகள் அபாயத்தில்.",Broken road and missing zebra crossing near Arumbakkam school is endangering children daily.,An edge case combining road maintenance failure and missing pedestrian crossing near a school in Arumbakkam. Children face double danger from both issues.,Transportation & Traffic,pedestrian_safety,7,1,True,Tamil,Voice Hotline,Chennai,130,False,,0.76,True,False,"A photo showing pedestrian safety, a civic issue, or broken public infrastructure."
"அருகில் உணவகம் கெட்ட சாப்பாடு போட்டது, ஆறு பேர் மருத்துவமனையில்.",Unhygienic food is being served near Choolai causing food poisoning with multiple residents hospitalised.,A food poisoning incident in Choolai has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,Social Infrastructure & Public Health,public_health_service,8,1,False,Tamil,WhatsApp,Chennai,59,False,,0.89,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
நோயாளி வரிசையின் படம் இணைத்துள்ளேன்.,The government hospital in Nazarathpettai is severely understaffed and running out of essential medicines.,The government hospital in Nazarathpettai has been operating without adequate doctors and medicines. Patients are waiting for hours.,Social Infrastructure & Public Health,public_health_service,8,0,True,Tamil,Voice Hotline,Chennai,155,True,Image of an empty medicine dispensary counter at a government hospital.,0.88,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
சுகாதாரமற்ற உணவு கடையின் படம் இணைத்துள்ளேன்.,Unhygienic food is being served near Indira Nagar causing food poisoning with multiple residents hospitalised.,A food poisoning incident in Indira Nagar has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,Social Infrastructure & Public Health,public_health_service,8,1,False,Tamil,Voice Hotline,Chennai,175,True,Photo of expired products displayed for sale at a food stall.,0.86,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
भूमि उपयोग उल्लंघन की फोटो भेज रहा हूं।,Land use violations are occurring near Mylapore with commercial or industrial use in residential zones.,"Unauthorized commercial activities are taking place in the residential zone near Mylapore, causing traffic, noise and pollution.",Urban Planning & Real Estate,encroachment,5,0,False,Hindi,Web App,Chennai,114,True,Image of a commercial signboard on a building in a purely residential zone.,0.94,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
सीवर ओवरफ्लो की फोटो भेज रहा हूं।,Sewage is overflowing from blocked drains onto the roads and into homes in Kunnur.,A severe sewage overflow has been reported in Kunnur due to blocked drains. Sewage water is entering ground floor homes and children are falling ill.,Core Infrastructure & Public Works,drainage_sewage,7,1,False,Hindi,WhatsApp,Chennai,65,True,"Photo of sewage water overflowing from a drain opening onto the road, dark liquid visible.",0.94,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
I wish to file an urgent complaint regarding the water supply in Pudupet. We have been without municipal water for four consecutive days. I am attaching a photo of our empty water storage tank. The entire street of roughly forty households has had no supply. We have been buying water from private tankers at our own expense. When we contacted the helpline we were told there was a main pipe break. That was three days ago. Several elderly and sick residents are in great distress.,The road in Pudupet has collapsed creating a large sinkhole and blocking all traffic.,"A road collapse has been reported in Pudupet following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",Core Infrastructure & Public Works,road_damage,8,1,False,English,Voice Hotline,Chennai,107,True,"Image of a large section of road that has completely sunk and caved in, with a safety cone placed nearby.",0.95,False,False,"A photo showing road damage, a civic issue, or broken public infrastructure."
Construction without permit near Tambaram North is blocking the drainage channel.,Unauthorized construction near Tambaram North is blocking the storm drain causing waterlogging.,An edge case where illegal construction is simultaneously violating planning rules and blocking drainage infrastructure in Tambaram North.,Urban Planning & Real Estate,illegal_construction,6,0,False,English,Voice Hotline,Chennai,161,False,,0.8,True,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
"यातायात बत्ती खराब है, दुर्घटनाएं हो रही हैं।",The traffic signal at Manali Industrial junction is malfunctioning causing accidents and chaos.,The traffic signal at the main junction in Manali Industrial has been non-functional for two days. Near-miss accidents are being reported during peak hours.,Transportation & Traffic,traffic_signal_fault,7,1,False,Hindi,Voice Hotline,Chennai,21,False,,0.87,False,False,"A photo showing traffic signal fault, a civic issue, or broken public infrastructure."
குழந்தைகளுக்கு மதிய உணவு கொடுக்கவில்லை.,The anganwadi center in Pallavaram has been non-functional for weeks depriving children of meals.,The anganwadi center in Pallavaram has been closed for three weeks. Young children are being deprived of nutrition and early care services.,Social Infrastructure & Public Health,public_health_service,7,0,True,Tamil,WhatsApp,Chennai,123,False,,0.9,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
"Government school in Anna Nagar West has a leaking roof, classes disrupted.",The government school building in Anna Nagar West is in a deteriorated state with leaking roof and broken toilets.,Infrastructure at the government school in Anna Nagar West is in severe disrepair. The conditions are unhygienic and unsafe for children.,Social Infrastructure & Public Health,school_infrastructure,6,0,True,English,WhatsApp,Chennai,95,False,,0.9,False,False,"A photo showing school infrastructure, a civic issue, or broken public infrastructure."
"ढक्कन के बिना खुला맨होल है, बहुत खतरनाक है।",An open manhole without a cover near Tiruvottiyur East is posing immediate danger to pedestrians and motorists.,An uncovered manhole has been reported in Tiruvottiyur East with no warning signs or barricading. A biker has already fallen in.,Core Infrastructure & Public Works,drainage_sewage,9,1,False,Hindi,Mobile App,Chennai,11,False,,0.98,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
குழந்தைகளை எலி கடிக்கிறது.,A severe rodent infestation in Kathivakkam linked to garbage accumulation is biting children.,Uncollected garbage in Kathivakkam has led to a severe rat infestation. Rats are biting children and entering homes.,"Sanitation, Environment & Parks",vector_pest_control,6,0,False,Tamil,WhatsApp,Chennai,2,False,,0.93,False,False,"A photo showing vector pest control, a civic issue, or broken public infrastructure."
நான்கு நாட்களாக குழாய் கசிவு சரி செய்யப்படவில்லை.,A burst or leaking water pipe in Alandur is causing waterlogging and significant water wastage.,"A water pipe has burst in Alandur, causing road flooding and water wastage for several days. Despite complaints, no repair crew has visited.",Core Infrastructure & Public Works,water_supply_failure,6,0,False,Tamil,Voice Hotline,Chennai,121,False,,0.98,False,False,"A photo showing water supply failure, a civic issue, or broken public infrastructure."
"Road cave-in near my area, lorries and buses stuck completely.",The road in Thiruvanmiyur South has collapsed creating a large sinkhole and blocking all traffic.,"A road collapse has been reported in Thiruvanmiyur South following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",Core Infrastructure & Public Works,road_damage,8,1,False,English,Mobile App,Chennai,187,False,,0.89,False,False,"A photo showing road damage, a civic issue, or broken public infrastructure."
பக்கத்து வீட்டு குழந்தைகள் வயிற்றுவலியோடு இருக்கிறார்கள்.,Contaminated and discoloured water is being supplied through municipal pipes in Egmore causing illness.,Residents of Egmore are receiving discoloured and foul-smelling water through municipal pipes. Multiple cases of illness have been reported.,Core Infrastructure & Public Works,water_supply_failure,8,1,False,Tamil,Voice Hotline,Chennai,106,False,,0.92,False,False,"A photo showing water supply failure, a civic issue, or broken public infrastructure."
"Construction blocking the footpath near Ekkattuthangal, pedestrians on road.",An unauthorized building is being constructed in Ekkattuthangal without required municipal approvals.,Illegal construction has been flagged in Ekkattuthangal where a building is being built without any approved plan.,Urban Planning & Real Estate,illegal_construction,5,0,False,English,Mobile App,Chennai,120,False,,0.84,False,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
"Food stalls occupying footpath, visually impaired people at risk.",Footpath near Perungudi has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Perungudi, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,0,False,English,Web App,Chennai,192,False,,0.91,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
"Food stalls occupying footpath, visually impaired people at risk.",Footpath near Theeyampakkam has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Theeyampakkam, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,0,False,English,Citizen Kiosk,Chennai,18,False,,0.97,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
Ward councillor not responding to calls or messages from Pallavaram.,Multiple complaints raised by residents of Pallavaram have received no response from municipal authorities.,Residents of Pallavaram have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,"Emergency, Safety & Accountability",civic_corruption,5,0,False,English,Citizen Kiosk,Chennai,158,False,,0.9,False,False,"A photo showing civic corruption, a civic issue, or broken public infrastructure."
"Underground sewer pipe collapsed under Perambur West road, road is sinking.",A sewer pipe has collapsed beneath the road in Perambur West causing a sinkhole and road subsidence.,Road subsidence in Perambur West is being caused by a collapsed underground sewer pipe. The area needs immediate emergency repair.,Core Infrastructure & Public Works,drainage_sewage,9,1,False,English,Voice Hotline,Chennai,73,False,,0.85,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
"Builder ignoring stop-work notice, continuing construction illegally.",An unauthorized building is being constructed in Chindatripet without required municipal approvals.,Illegal construction has been flagged in Chindatripet where a building is being built without any approved plan.,Urban Planning & Real Estate,illegal_construction,5,0,False,English,WhatsApp,Chennai,108,False,,0.97,False,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
मैं Madhavaram South का निवासी हूं और दो महीने से सड़क के गड्ढों से परेशान हूं। गड्ढों की गहराई दिखाने वाली फोटो भेज रहा हूं। तीन बार शिकायत की लेकिन कोई नहीं आया।,Sewage is overflowing from blocked drains onto the roads and into homes in Madhavaram South.,A severe sewage overflow has been reported in Madhavaram South due to blocked drains. Sewage water is entering ground floor homes and children are falling ill.,Core Infrastructure & Public Works,drainage_sewage,7,1,False,Hindi,Voice Hotline,Chennai,29,True,Image of a blocked roadside drain with sewage water spilling across the footpath.,0.94,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
"Kaladipet தெருவில் பெரிய குழி இருக்கிறது, இரு சக்கர வாகனங்கள் விழுகின்றன.",Large potholes on the road in Kaladipet are causing accidents and vehicle damage.,"Multiple deep potholes have been reported on the road in Kaladipet, causing accidents and vehicle damage. Residents have been requesting repairs for over a month with no response.",Core Infrastructure & Public Works,road_damage,5,0,False,Tamil,WhatsApp,Chennai,4,False,,0.87,False,False,"A photo showing road damage, a civic issue, or broken public infrastructure."
வண்டிக்கடை நடைபாதையை நிரந்தரமாக தடுக்கிறது.,Footpath near Semmencherry has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Semmencherry, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,0,False,Tamil,Web App,Chennai,142,False,,0.85,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
குப்பை வண்டி வரவில்லை,A garbage accumulation or sanitation issue has been reported.,Residents of Pallavaram are receiving discoloured and foul-smelling water through municipal pipes. Multiple cases of illness have been reported.,Core Infrastructure & Public Works,water_supply_failure,8,1,False,Tamil,Voice Hotline,Chennai,158,False,,0.74,False,True,"A photo showing water supply failure, a civic issue, or broken public infrastructure."
An unauthorized building near Puzhuthivakkam is encroaching on the storm drain causing waterlogging.,Unauthorized construction near Puzhuthivakkam is blocking the storm drain causing waterlogging.,An edge case where illegal construction is simultaneously violating planning rules and blocking drainage infrastructure in Puzhuthivakkam.,Urban Planning & Real Estate,illegal_construction,6,0,False,English,Voice Hotline,Chennai,163,False,,0.74,True,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
சட்டவிரோத நிறுத்தத்தின் படம் இணைத்துள்ளேன்.,Illegal parking near Royapettah is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Royapettah is blocking a full lane of traffic. Emergency vehicles are unable to pass.,Transportation & Traffic,parking_violation,4,0,False,Tamil,Web App,Chennai,111,True,Photo of a truck parked illegally at a bus stop blocking commuters.,0.92,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
"Land use violation near Kathirvedu, agricultural land converted illegally.",Land use violations are occurring near Kathirvedu with commercial or industrial use in residential zones.,"Unauthorized commercial activities are taking place in the residential zone near Kathirvedu, causing traffic, noise and pollution.",Urban Planning & Real Estate,encroachment,5,0,False,English,Web App,Chennai,25,False,,0.95,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
கழிவுநீர் தெரு முழுவதும் நாற்றம்,A garbage accumulation or sanitation issue has been reported.,The traffic signal at the main junction in Madipakkam East has been non-functional for two days. Near-miss accidents are being reported during peak hours.,Transportation & Traffic,traffic_signal_fault,7,1,False,Tamil,Citizen Kiosk,Chennai,182,False,,0.75,False,True,"A photo showing traffic signal fault, a civic issue, or broken public infrastructure."
Hospital toilet facilities in terrible condition.,The government hospital in Uthandi is severely understaffed and running out of essential medicines.,The government hospital in Uthandi has been operating without adequate doctors and medicines. Patients are waiting for hours.,Social Infrastructure & Public Health,public_health_service,8,0,True,English,Voice Hotline,Chennai,188,False,,0.89,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
மூன்று நாட்களாக கருப்பு நிற கழிவுநீர் சாலையில் ஓடுகிறது.,Sewage is overflowing from blocked drains onto the roads and into homes in Tondiarpet.,A severe sewage overflow has been reported in Tondiarpet due to blocked drains. Sewage water is entering ground floor homes and children are falling ill.,Core Infrastructure & Public Works,drainage_sewage,7,1,False,Tamil,Voice Hotline,Chennai,34,False,,0.92,False,False,"A photo showing drainage sewage, a civic issue, or broken public infrastructure."
"Signal short-circuited at Chindatripet crossing, accidents every hour.",The traffic signal at Chindatripet junction is malfunctioning causing accidents and chaos.,The traffic signal at the main junction in Chindatripet has been non-functional for two days. Near-miss accidents are being reported during peak hours.,Transportation & Traffic,traffic_signal_fault,7,1,False,English,Citizen Kiosk,Chennai,108,False,,0.9,False,False,"A photo showing traffic signal fault, a civic issue, or broken public infrastructure."
अवैध निर्माण की फोटो भेज रहा हूं।,An unauthorized building is being constructed in Sembakkam without required municipal approvals.,Illegal construction has been flagged in Sembakkam where a building is being built without any approved plan.,Urban Planning & Real Estate,illegal_construction,5,0,False,Hindi,Voice Hotline,Chennai,167,True,Photo of construction happening at night without safety lights or permissions.,0.91,False,False,"A photo showing illegal construction, a civic issue, or broken public infrastructure."
"ஐந்து மணி நேரம் காத்திருந்தோம், ஒரே ஒரு மருத்துவர்.",The government hospital in Uthandi is severely understaffed and running out of essential medicines.,The government hospital in Uthandi has been operating without adequate doctors and medicines. Patients are waiting for hours.,Social Infrastructure & Public Health,public_health_service,8,0,True,Tamil,Web App,Chennai,188,False,,0.92,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
