raw_text,ward_id,submission_channel,city,has_image,image_description,normalized_text,issue_summary,inferred_language,primary_domain,sub_domain,issue_type,severity_level,public_safety_flag,vulnerable_population_flag,classification_reasoning,confidence,is_edge_case,is_noisy
உணவகம் பொது நடைபாதையில் மேசைகள் வைத்துள்ளது.,178,Citizen Kiosk,Chennai,False,,Footpath near Palavakkam has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Palavakkam, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Tamil,Urban Planning & Real Estate,Zoning,encroachment,4,False,False,Footpath encroachment pushes pedestrians onto roads creating a safety risk.,0.84,False,False
Engineer asking for money to approve road repair work order.,104,Mobile App,Chennai,False,,A municipal official in Kilpauk is demanding bribes for routine civic approvals and services.,Residents in Kilpauk have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,English,"Emergency, Safety & Accountability",Corruption,bribery,7,False,False,Bribery demand from a municipal official is a governance and accountability failure.,0.93,False,False
Commercial activity in purely residential zone near Tambaram North.,161,Mobile App,Chennai,False,,Land use violations are occurring near Tambaram North with commercial or industrial use in residential zones.,"Unauthorized commercial activities are taking place in the residential zone near Tambaram North, causing traffic, noise and pollution.",English,Urban Planning & Real Estate,Zoning,land_use_violation,5,False,False,Land use violation in residential zones creates nuisance and violates planning laws.,0.88,False,False
"பள்ளி அருகில் சாலை குழிகளும் கால்நடை வழி கோடும் இல்லை, குழந்தைகள் அபாயத்தில்.",32,WhatsApp,Chennai,False,,Broken road and missing zebra crossing near Madhavaram North school is endangering children daily.,An edge case combining road maintenance failure and missing pedestrian crossing near a school in Madhavaram North. Children face double danger from both issues.,Tamil,Transportation & Traffic,Pedestrian Safety,missing_zebra_crossing,7,True,True,Primary classification is pedestrian safety despite road pothole being a concurrent issue.,0.81,True,False
ஒரே இரவில் அங்கீகரிக்கப்படாத கட்டமைப்பு உருவாகிவிட்டது.,173,WhatsApp,Chennai,False,,An unauthorized building is being constructed in Thiruvanmiyur without required municipal approvals.,Illegal construction has been flagged in Thiruvanmiyur where a building is being built without any approved plan.,Tamil,Urban Planning & Real Estate,Construction,illegal_building,5,False,False,Unauthorized construction violates zoning laws and building regulations.,0.88,False,False
வந்து படம் எடுத்துவிட்டு திரும்பி வரவில்லை.,147,Citizen Kiosk,Chennai,True,Photo of an overgrown and unmaintained public park with broken equipment.,Multiple complaints raised by residents of Nandambakkam have received no response from municipal authorities.,Residents of Nandambakkam have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,Tamil,"Emergency, Safety & Accountability",Corruption,negligence,5,False,False,Systematic non-response to civic complaints is a governance accountability failure.,0.96,False,False
See image of waste dumped near water body at night.,127,WhatsApp,Chennai,True,Photo of an illegal garbage dump near a park boundary wall with mixed waste piled high.,Waste is being illegally dumped openly near the park or water body in Kodambakkam causing pollution.,Illegal open dumping near the park or lake in Kodambakkam is increasing daily. The practice is creating environmental and health hazards.,English,"Sanitation, Environment & Parks",Garbage,open_dumping,5,False,False,Illegal dumping near parks and water bodies violates environmental norms.,0.9,False,False
Rats have taken over our street due to uncollected garbage.,157,Mobile App,Chennai,False,,A severe rodent infestation in St. Thomas Mount linked to garbage accumulation is biting children.,Uncollected garbage in St. Thomas Mount has led to a severe rat infestation. Rats are biting children and entering homes.,English,"Sanitation, Environment & Parks",Vector Control,rodent_infestation,6,False,False,Rodent infestation indicates a sanitation-driven disease transmission risk.,0.87,False,False
जरूरी दवाइयां खत्म हैं।,51,Voice Hotline,Chennai,False,,The government hospital in Basin Bridge is severely understaffed and running out of essential medicines.,The government hospital in Basin Bridge has been operating without adequate doctors and medicines. Patients are waiting for hours.,Hindi,Social Infrastructure & Public Health,Healthcare,hospital_service_failure,8,False,True,Hospital running without doctors and medicines endangers patients.,0.88,False,False
मैं Sengadu का निवासी हूं और दो महीने से सड़क के गड्ढों से परेशान हूं। गड्ढों की गहराई दिखाने वाली फोटो भेज रहा हूं। तीन बार शिकायत की लेकिन कोई नहीं आया।,154,Voice Hotline,Chennai,True,Photo showing sewage overflow creating a small stream across a residential road.,Sewage is overflowing from blocked drains onto the roads and into homes in Sengadu.,A severe sewage overflow has been reported in Sengadu due to blocked drains. Sewage water is entering ground floor homes and children are falling ill.,Hindi,Core Infrastructure & Public Works,Drainage/Sewerage,overflow,7,True,False,Sewage overflow entering homes is a health emergency.,0.95,False,False
drain overflow everyday,165,Mobile App,Chennai,False,,A drain or sewage overflow issue has been reported.,"Garbage is being openly burned near Medavakkam, filling the area with smoke. Children with respiratory conditions are particularly affected.",English,"Sanitation, Environment & Parks",Environment,air_pollution,6,False,False,Open burning causing respiratory distress is an environmental and public health violation.,0.72,False,True
लटकते तार की फोटो भेज रहा हूं।,30,WhatsApp,Chennai,True,Image of a sparking electrical junction box on a street pole.,A live electrical wire is dangling on the road in Madhavaram West causing sparks and electrocution risk.,A fallen live electrical wire in Madhavaram West is sparking on the road near a bus stop. A resident has already received a mild electric shock.,Hindi,"Emergency, Safety & Accountability",Emergency,fire_risk,10,True,False,Live electrical wire on a public road is an immediate life-threatening emergency.,0.87,False,False
"பெரிய பள்ளம் உருவாகிவிட்டது, பஸ் போகவில்லை.",124,WhatsApp,Chennai,False,,The road in Chromepet has collapsed creating a large sinkhole and blocking all traffic.,"A road collapse has been reported in Chromepet following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",Tamil,Core Infrastructure & Public Works,Roads,road_collapse,8,True,False,Road collapse with sinkhole poses immediate physical danger to commuters.,0.97,False,False
Water department not responding to calls about the supply failure.,179,Mobile App,Chennai,False,,Water supply has been completely cut off in Neelankarai for more than two days.,Residents of Neelankarai have had no municipal water supply for over three days. Families are resorting to buying tanker water and have raised multiple complaints without resolution.,English,Core Infrastructure & Public Works,Water Supply,no_water,7,False,False,Prolonged water supply failure is a critical infrastructure issue affecting basic daily needs.,0.98,False,False
"Maduravoyal தெருவில் குடியிருக்கும் நாங்கள் கடந்த மூன்று வாரங்களாக கழிவுநீர் தெரு முழுவதும் வழிவதால் மிகவும் கஷ்டப்படுகிறோம். கழிவுநீர் கால்வாய் முற்றிலும் அடைந்துவிட்டது. படம் இணைத்துள்ளேன், நிலைமையின் தீவிரத்தை பாருங்கள். மாநகராட்சி அலுவலகம் இரண்டு முறை சென்று புகார் கொடுத்தோம். மூன்று வாரம் ஆகிவிட்டது இன்னும் யாரும் வரவில்லை.",144,WhatsApp,Chennai,True,Photo of a generator running outside a commercial establishment in a residential area.,Excessive noise from functions and construction near Maduravoyal is disturbing residents at night.,Residents of Maduravoyal are being subjected to nighttime noise from function halls and construction. Quality of life is being affected.,Tamil,"Sanitation, Environment & Parks",Environment,noise_pollution,3,False,False,Nighttime noise beyond permissible limits constitutes an environmental nuisance.,0.93,False,False
"படம் பாருங்கள், குழாய் கசிவும் தேங்கிய தண்ணீரும் தெரிகிறது.",15,Mobile App,Chennai,True,Photo of water gushing out of a broken underground pipe on the road surface.,A burst or leaking water pipe in Manali is causing waterlogging and significant water wastage.,"A water pipe has burst in Manali, causing road flooding and water wastage for several days. Despite complaints, no repair crew has visited.",Tamil,Core Infrastructure & Public Works,Water Supply,pipe_leak,6,False,False,"Burst pipe causes water wastage, road damage and waterlogging.",0.94,False,False
"पूरी गली में बाढ़, घर में भी पानी घुस गया।",65,Voice Hotline,Chennai,False,,Severe flooding in Kunnur has submerged roads and homes leaving residents stranded.,Flash flooding in Kunnur has inundated roads and ground floor homes. Residents are stranded with electricity poles submerged in water.,Hindi,"Emergency, Safety & Accountability",Emergency,flooding,9,True,False,Flooding submerging homes and electricity infrastructure is a life-threatening emergency.,0.96,False,False
water not coming help,33,Mobile App,Chennai,False,,A water supply or leakage issue has been reported.,Stagnant water accumulation near Surapet has led to a severe mosquito breeding problem. Dengue cases are being reported.,English,"Sanitation, Environment & Parks",Vector Control,mosquito_breeding,6,False,False,Mosquito breeding in stagnant water causing dengue is a vector control failure.,0.71,False,True
sir garbage not taken pls help,174,Voice Hotline,Chennai,False,,A garbage accumulation or sanitation issue has been reported.,Street lighting has been out in Besant Nagar for over two weeks. Residents report safety concerns including theft and women being unable to walk at night.,English,Core Infrastructure & Public Works,Street Lighting,no_lighting,6,True,False,Sustained street lighting failure creates conditions for accidents and crime.,0.8,False,True
आंगनवाड़ी तीन हफ्तों से बंद है।,59,Web App,Chennai,False,,The anganwadi center in Choolai has been non-functional for weeks depriving children of meals.,The anganwadi center in Choolai has been closed for three weeks. Young children are being deprived of nutrition and early care services.,Hindi,Social Infrastructure & Public Health,Healthcare,anganwadi_issue,7,False,True,Non-functional anganwadi denies nutrition to the most vulnerable children.,0.9,False,False
கசியும் கூரையின் படம் இணைத்துள்ளேன்.,93,WhatsApp,Chennai,True,Image of broken school benches and desks piled in a corner of a classroom.,The government school building in Manapakkam is in a deteriorated state with leaking roof and broken toilets.,Infrastructure at the government school in Manapakkam is in severe disrepair. The conditions are unhygienic and unsafe for children.,Tamil,Social Infrastructure & Public Health,Schools,school_maintenance,6,False,True,Deteriorated school infrastructure directly affects children's safety.,0.95,False,False
फोटो देखें सड़क टूटी हुई है,99,Voice Hotline,Chennai,False,,A civic issue has been reported by a resident.,Residents of Koyambedu have had no municipal water supply for over three days. Families are resorting to buying tanker water and have raised multiple complaints without resolution.,Hindi,Core Infrastructure & Public Works,Water Supply,no_water,7,False,False,Prolonged water supply failure is a critical infrastructure issue affecting basic daily needs.,0.81,False,True
"Plaster falling from old building onto road, pedestrians at risk.",162,WhatsApp,Chennai,False,,A structurally unsafe and crumbling building near Ullagaram is at immediate risk of collapse.,An abandoned building in Ullagaram is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,English,Urban Planning & Real Estate,Construction,unsafe_structure,8,True,False,Imminent collapse of a structure near inhabited areas is a life-threatening emergency.,0.96,False,False
குப்பை வண்டி வரவில்லை,42,Voice Hotline,Chennai,False,,A garbage accumulation or sanitation issue has been reported.,"Multiple deep potholes have been reported on the road in Tondiarpet North, causing accidents and vehicle damage. Residents have been requesting repairs for over a month with no response.",Tamil,Core Infrastructure & Public Works,Roads,pothole,5,False,False,Pothole on public road causes recurring accidents and is a road maintenance failure.,0.72,False,True
"यातायात बत्ती खराब है, दुर्घटनाएं हो रही हैं।",36,Voice Hotline,Chennai,False,,The traffic signal at New Washermenpet junction is malfunctioning causing accidents and chaos.,The traffic signal at the main junction in New Washermenpet has been non-functional for two days. Near-miss accidents are being reported during peak hours.,Hindi,Transportation & Traffic,Traffic Signals,signal_malfunction,7,True,False,Malfunctioning traffic signal at a busy intersection directly causes accidents.,0.97,False,False
signal not working accidents happening,112,Web App,Chennai,False,,A traffic signal malfunction has been reported.,A food poisoning incident in Chepauk has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,English,Social Infrastructure & Public Health,Food Safety,food_safety_risk_flag,8,True,False,Food poisoning causing hospitalisations is a public health emergency.,0.71,False,True
Mogappair West के पास भारी बारिश के बाद सड़क पूरी तरह धंस गई।,82,Web App,Chennai,False,,The road in Mogappair West has collapsed creating a large sinkhole and blocking all traffic.,"A road collapse has been reported in Mogappair West following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",Hindi,Core Infrastructure & Public Works,Roads,road_collapse,8,True,False,Road collapse with sinkhole poses immediate physical danger to commuters.,0.96,False,False
Attached photo shows shop extension onto public pavement.,15,Web App,Chennai,True,Photo of restaurant chairs and tables placed on the public pavement.,Footpath near Manali has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Manali, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",English,Urban Planning & Real Estate,Zoning,encroachment,4,False,False,Footpath encroachment pushes pedestrians onto roads creating a safety risk.,0.95,False,False
"Live wire touching tree branch, electrocution risk near Chindatripet.",108,Mobile App,Chennai,False,,A live electrical wire is dangling on the road in Chindatripet causing sparks and electrocution risk.,A fallen live electrical wire in Chindatripet is sparking on the road near a bus stop. A resident has already received a mild electric shock.,English,"Emergency, Safety & Accountability",Emergency,fire_risk,10,True,False,Live electrical wire on a public road is an immediate life-threatening emergency.,0.93,False,False
குழந்தைகளுக்கு மதிய உணவு கொடுக்கவில்லை.,156,WhatsApp,Chennai,False,,The anganwadi center in Alandur has been non-functional for weeks depriving children of meals.,The anganwadi center in Alandur has been closed for three weeks. Young children are being deprived of nutrition and early care services.,Tamil,Social Infrastructure & Public Health,Healthcare,anganwadi_issue,7,False,True,Non-functional anganwadi denies nutrition to the most vulnerable children.,0.94,False,False
Photo of long patient queue at Anna Salai government hospital.,63,Web App,Chennai,True,Photo of a broken hospital equipment lying unused in a ward corridor.,The government hospital in Anna Salai is severely understaffed and running out of essential medicines.,The government hospital in Anna Salai has been operating without adequate doctors and medicines. Patients are waiting for hours.,English,Social Infrastructure & Public Health,Healthcare,hospital_service_failure,8,False,True,Hospital running without doctors and medicines endangers patients.,0.93,False,False
बत्ती नहीं है कृपया ठीक करो,139,Web App,Chennai,False,,A street lighting issue has been reported.,Illegal construction has been flagged in Pallikaranai where a building is being built without any approved plan.,Hindi,Urban Planning & Real Estate,Construction,illegal_building,5,False,False,Unauthorized construction violates zoning laws and building regulations.,0.75,False,True
No functioning street lights from Besant Nagar signal to the main road.,174,Citizen Kiosk,Chennai,False,,"Street lights are non-functional in Besant Nagar, leaving the area in complete darkness at night.",Street lighting has been out in Besant Nagar for over two weeks. Residents report safety concerns including theft and women being unable to walk at night.,English,Core Infrastructure & Public Works,Street Lighting,no_lighting,6,True,False,Sustained street lighting failure creates conditions for accidents and crime.,0.97,False,False
"Electrical cable hanging low across road, vehicles hitting it.",122,Citizen Kiosk,Chennai,False,,A live electrical wire is dangling on the road in St. Thomas Mount causing sparks and electrocution risk.,A fallen live electrical wire in St. Thomas Mount is sparking on the road near a bus stop. A resident has already received a mild electric shock.,English,"Emergency, Safety & Accountability",Emergency,fire_risk,10,True,False,Live electrical wire on a public road is an immediate life-threatening emergency.,0.88,False,False
please send someone road is completely destroyed,104,WhatsApp,Chennai,False,,A road or pothole issue has been reported.,A food poisoning incident in Kilpauk has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,English,Social Infrastructure & Public Health,Food Safety,food_safety_risk_flag,8,True,False,Food poisoning causing hospitalisations is a public health emergency.,0.79,False,True
"தேங்கிய நீரில் கொசுக்கள் உற்பத்தியாகின்றன, டெங்கு அபாயம்.",26,Citizen Kiosk,Chennai,False,,Stagnant water near Lakshmipuram is causing a mosquito breeding problem with dengue cases being reported.,Stagnant water accumulation near Lakshmipuram has led to a severe mosquito breeding problem. Dengue cases are being reported.,Tamil,"Sanitation, Environment & Parks",Vector Control,mosquito_breeding,6,False,False,Mosquito breeding in stagnant water causing dengue is a vector control failure.,0.86,False,False
"கழிவுநீர் சாலையில் வழிகிறது, நாற்றம் தாங்கவில்லை.",51,Voice Hotline,Chennai,False,,Sewage is overflowing from blocked drains onto the roads and into homes in Basin Bridge.,A severe sewage overflow has been reported in Basin Bridge due to blocked drains. Sewage water is entering ground floor homes and children are falling ill.,Tamil,Core Infrastructure & Public Works,Drainage/Sewerage,overflow,7,True,False,Sewage overflow entering homes is a health emergency.,0.95,False,False
Manhole cover stolen or missing near Kondithoppu school.,52,Mobile App,Chennai,False,,An open manhole without a cover near Kondithoppu is posing immediate danger to pedestrians and motorists.,An uncovered manhole has been reported in Kondithoppu with no warning signs or barricading. A biker has already fallen in.,English,Core Infrastructure & Public Works,Drainage/Sewerage,manhole_overflow,9,True,False,Open manhole with no cover is an immediate life-threatening hazard.,0.91,False,False
"Dear Sir, I write with great urgency regarding a live electrical wire that fell on Ramapuram street following last night's heavy rain. I have attached a photo of the wire lying on the road. It has been sparking since 6am. A local resident received a mild electric shock. Despite calling the emergency helpline twice, no crew has arrived. Children from the nearby school pass through this street every morning. I beg for immediate emergency response.",91,Web App,Chennai,True,Image of a busy road junction with no pedestrian crossing markings visible.,The zebra crossing near Ramapuram school is missing or completely faded endangering children.,The pedestrian crossing near Ramapuram school is non-existent or invisible. School children are forced to cross a busy road without any marked safe zone.,English,Transportation & Traffic,Pedestrian Safety,missing_zebra_crossing,6,True,True,Missing pedestrian crossing near a school creates direct daily danger to children.,0.93,False,False
Drain blocked and road floods every time it rains near Okkiyam Thuraipakkam.,184,Mobile App,Chennai,False,,The storm drain in Okkiyam Thuraipakkam is blocked causing the road to flood during every rainfall.,A clogged storm drain in Okkiyam Thuraipakkam is causing the road to flood during every rain event. The drain has not been cleared in months.,English,Core Infrastructure & Public Works,Drainage/Sewerage,blockage,5,False,False,Drain blockage causing repeated flooding is a core infrastructure maintenance failure.,0.97,False,False
पास के होटल का बासी खाना खाकर छह लोग अस्पताल में।,66,Voice Hotline,Chennai,False,,Unhygienic food is being served near Peravallur causing food poisoning with multiple residents hospitalised.,A food poisoning incident in Peravallur has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,Hindi,Social Infrastructure & Public Health,Food Safety,food_safety_risk_flag,8,True,False,Food poisoning causing hospitalisations is a public health emergency.,0.93,False,False
मैं Chromepet का निवासी हूं और दो महीने से सड़क के गड्ढों से परेशान हूं। गड्ढों की गहराई दिखाने वाली फोटो भेज रहा हूं। तीन बार शिकायत की लेकिन कोई नहीं आया।,159,Citizen Kiosk,Chennai,True,Photo of a main road partially blocked by construction machinery and debris.,The road near Chromepet is blocked due to construction work with no alternate route provided.,Ongoing infrastructure work has blocked the main road in Chromepet for weeks without providing residents any diversion route.,Hindi,Transportation & Traffic,Roads,road_blockage,5,False,False,Road blockage without diversion disrupts traffic and daily life.,0.92,False,False
Broken road and missing pedestrian crossing near Saligramam school is a daily danger for children.,102,Citizen Kiosk,Chennai,False,,Broken road and missing zebra crossing near Saligramam school is endangering children daily.,An edge case combining road maintenance failure and missing pedestrian crossing near a school in Saligramam. Children face double danger from both issues.,English,Transportation & Traffic,Pedestrian Safety,missing_zebra_crossing,7,True,True,Primary classification is pedestrian safety despite road pothole being a concurrent issue.,0.82,True,False
Municipal staff refusing to process complaint without payment.,43,Voice Hotline,Chennai,False,,A municipal official in Tondiarpet East is demanding bribes for routine civic approvals and services.,Residents in Tondiarpet East have reported a municipal official demanding bribes for basic civic approvals. The official is refusing to process requests without cash payment.,English,"Emergency, Safety & Accountability",Corruption,bribery,7,False,False,Bribery demand from a municipal official is a governance and accountability failure.,0.92,False,False
"The pedestrian lines near Chepauk are invisible, painted years ago.",112,Citizen Kiosk,Chennai,False,,The zebra crossing near Chepauk school is missing or completely faded endangering children.,The pedestrian crossing near Chepauk school is non-existent or invisible. School children are forced to cross a busy road without any marked safe zone.,English,Transportation & Traffic,Pedestrian Safety,missing_zebra_crossing,6,True,True,Missing pedestrian crossing near a school creates direct daily danger to children.,0.88,False,False
"Plaster falling from old building onto road, pedestrians at risk.",129,Web App,Chennai,False,,A structurally unsafe and crumbling building near K.K. Nagar is at immediate risk of collapse.,An abandoned building in K.K. Nagar is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,English,Urban Planning & Real Estate,Construction,unsafe_structure,8,True,False,Imminent collapse of a structure near inhabited areas is a life-threatening emergency.,0.88,False,False
"No functioning traffic light at George Town, pure chaos during peak hours.",53,WhatsApp,Chennai,False,,The traffic signal at George Town junction is malfunctioning causing accidents and chaos.,The traffic signal at the main junction in George Town has been non-functional for two days. Near-miss accidents are being reported during peak hours.,English,Transportation & Traffic,Traffic Signals,signal_malfunction,7,True,False,Malfunctioning traffic signal at a busy intersection directly causes accidents.,0.96,False,False
Stagnant water near Manapakkam has become a mosquito breeding ground.,93,Web App,Chennai,False,,Stagnant water near Manapakkam is causing a mosquito breeding problem with dengue cases being reported.,Stagnant water accumulation near Manapakkam has led to a severe mosquito breeding problem. Dengue cases are being reported.,English,"Sanitation, Environment & Parks",Vector Control,mosquito_breeding,6,False,False,Mosquito breeding in stagnant water causing dengue is a vector control failure.,0.91,False,False
கிணறு வாய் திறந்திருக்கிறது,156,WhatsApp,Chennai,False,,An open manhole hazard has been reported.,The government hospital in Alandur has been operating without adequate doctors and medicines. Patients are waiting for hours.,Tamil,Social Infrastructure & Public Health,Healthcare,hospital_service_failure,8,False,True,Hospital running without doctors and medicines endangers patients.,0.79,False,True
The structure near Nungambakkam is visibly leaning and cracking.,133,Mobile App,Chennai,False,,A structurally unsafe and crumbling building near Nungambakkam is at immediate risk of collapse.,An abandoned building in Nungambakkam is visibly deteriorating with cracks and falling debris. The structure could collapse at any time.,English,Urban Planning & Real Estate,Construction,unsafe_structure,8,True,False,Imminent collapse of a structure near inhabited areas is a life-threatening emergency.,0.86,False,False
"The road near the school in Kaladipet is full of potholes and there is no zebra crossing, children are getting hurt.",4,Voice Hotline,Chennai,False,,Broken road and missing zebra crossing near Kaladipet school is endangering children daily.,An edge case combining road maintenance failure and missing pedestrian crossing near a school in Kaladipet. Children face double danger from both issues.,English,Transportation & Traffic,Pedestrian Safety,missing_zebra_crossing,7,True,True,Primary classification is pedestrian safety despite road pothole being a concurrent issue.,0.77,True,False
Attached photo of expired products on display.,166,Mobile App,Chennai,True,Photo of expired products displayed for sale at a food stall.,Unhygienic food is being served near Kovilambakkam causing food poisoning with multiple residents hospitalised.,A food poisoning incident in Kovilambakkam has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,English,Social Infrastructure & Public Health,Food Safety,food_safety_risk_flag,8,True,False,Food poisoning causing hospitalisations is a public health emergency.,0.84,False,False
இரண்டு மாதங்களுக்கு முன் கொடுத்த புகாரில் எந்த நடவடிக்கையும் இல்லை.,155,Citizen Kiosk,Chennai,False,,Multiple complaints raised by residents of Nazarathpettai have received no response from municipal authorities.,Residents of Nazarathpettai have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,Tamil,"Emergency, Safety & Accountability",Corruption,negligence,5,False,False,Systematic non-response to civic complaints is a governance accountability failure.,0.94,False,False
"தண்ணீருக்கு கெட்ட வாசனை வருகிறது, கழிவு நீர் கலந்திருக்கிறது போல.",144,WhatsApp,Chennai,False,,Contaminated and discoloured water is being supplied through municipal pipes in Maduravoyal causing illness.,Residents of Maduravoyal are receiving discoloured and foul-smelling water through municipal pipes. Multiple cases of illness have been reported.,Tamil,Core Infrastructure & Public Works,Water Supply,contaminated_water,8,True,False,Contaminated water supply causing illness is a direct public health emergency.,0.85,False,False
Illegal parking outside Nazarathpettai market causes jam every morning.,155,Voice Hotline,Chennai,False,,Illegal parking near Nazarathpettai is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Nazarathpettai is blocking a full lane of traffic. Emergency vehicles are unable to pass.,English,Transportation & Traffic,Parking,illegal_parking,4,False,False,Illegal parking blocking emergency vehicle access is a traffic enforcement failure.,0.95,False,False
குழந்தைகளுக்கு மதிய உணவு கொடுக்கவில்லை.,192,Citizen Kiosk,Chennai,False,,The anganwadi center in Perungudi has been non-functional for weeks depriving children of meals.,The anganwadi center in Perungudi has been closed for three weeks. Young children are being deprived of nutrition and early care services.,Tamil,Social Infrastructure & Public Health,Healthcare,anganwadi_issue,7,False,True,Non-functional anganwadi denies nutrition to the most vulnerable children.,0.93,False,False
Kotturpuram में हम सभी निवासियों की ओर से यह शिकायत है। पिछले तीन हफ्तों से हमारी गली की नाली पूरी तरह बंद है। मैं फोटो भेज रहा हूं जो स्थिति की गंभीरता दिखाता है। हम वार्ड ऑफिस दो बार गए और हर बार 48 घंटे में ठीक करने का आश्वासन मिला। तीन हफ्ते बाद भी कुछ नहीं हुआ।,172,Citizen Kiosk,Chennai,True,Photo of a glass filled with visibly brown and murky tap water.,Contaminated and discoloured water is being supplied through municipal pipes in Kotturpuram causing illness.,Residents of Kotturpuram are receiving discoloured and foul-smelling water through municipal pipes. Multiple cases of illness have been reported.,Hindi,Core Infrastructure & Public Works,Water Supply,contaminated_water,8,True,False,Contaminated water supply causing illness is a direct public health emergency.,0.96,False,False
மருத்துவமனையில் தண்ணீரும் இல்லை மருத்துவரும் இல்லை.,77,WhatsApp,Chennai,False,,"The government hospital in Peravallur South has no water supply for three days, affecting patient care.",An edge case where a water supply failure is directly impacting healthcare delivery at the government hospital in Peravallur South.,Tamil,Social Infrastructure & Public Health,Healthcare,hospital_service_failure,9,True,True,Primary classification is healthcare failure despite water supply being the immediate cause.,0.73,True,False
This complaint is on behalf of all residents of Saligramam. For three weeks our drainage system has been completely choked. Every time there is rain the entire street floods with sewage. We have small children and elderly parents. The smell is unbearable. I am attaching a photo of the sewage overflow as evidence. We visited the ward office twice and were told the issue would be resolved within 48 hours. Three weeks later nothing has happened. We urge the Commissioner's office to directly intervene.,102,Mobile App,Chennai,True,Photo of a shop extending its display racks completely onto the public footpath.,Footpath near Saligramam has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Saligramam, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",English,Urban Planning & Real Estate,Zoning,encroachment,4,False,False,Footpath encroachment pushes pedestrians onto roads creating a safety risk.,0.9,False,False
"பெரிய பள்ளம் உருவாகிவிட்டது, பஸ் போகவில்லை.",177,WhatsApp,Chennai,False,,The road in Valmiki Nagar has collapsed creating a large sinkhole and blocking all traffic.,"A road collapse has been reported in Valmiki Nagar following heavy rain, creating a large sinkhole. All traffic is blocked and the area poses immediate danger to commuters.",Tamil,Core Infrastructure & Public Works,Roads,road_collapse,8,True,False,Road collapse with sinkhole poses immediate physical danger to commuters.,0.97,False,False
Commercial activity in purely residential zone near Arumbakkam.,97,Web App,Chennai,False,,Land use violations are occurring near Arumbakkam with commercial or industrial use in residential zones.,"Unauthorized commercial activities are taking place in the residential zone near Arumbakkam, causing traffic, noise and pollution.",English,Urban Planning & Real Estate,Zoning,land_use_violation,5,False,False,Land use violation in residential zones creates nuisance and violates planning laws.,0.85,False,False
பள்ளி கழிவறைகள் உடைந்திருக்கின்றன.,30,Web App,Chennai,False,,The government school building in Madhavaram West is in a deteriorated state with leaking roof and broken toilets.,Infrastructure at the government school in Madhavaram West is in severe disrepair. The conditions are unhygienic and unsafe for children.,Tamil,Social Infrastructure & Public Health,Schools,school_maintenance,6,False,True,Deteriorated school infrastructure directly affects children's safety.,0.91,False,False
பழைய புகார் ரசீதின் படம் இணைத்துள்ளேன்.,141,WhatsApp,Chennai,True,Photo of a complaint acknowledgement slip that is months old with no action taken.,Multiple complaints raised by residents of Jaladampet have received no response from municipal authorities.,Residents of Jaladampet have been raising the same complaint for two months with no action. Ward office staff visit but never resolve the issue.,Tamil,"Emergency, Safety & Accountability",Corruption,negligence,5,False,False,Systematic non-response to civic complaints is a governance accountability failure.,0.88,False,False
Water pipe has been leaking for a week and nobody came to fix it.,177,Web App,Chennai,False,,A burst or leaking water pipe in Valmiki Nagar is causing waterlogging and significant water wastage.,"A water pipe has burst in Valmiki Nagar, causing road flooding and water wastage for several days. Despite complaints, no repair crew has visited.",English,Core Infrastructure & Public Works,Water Supply,pipe_leak,6,False,False,"Burst pipe causes water wastage, road damage and waterlogging.",0.94,False,False
Two theft incidents happened this week because the street is dark.,137,Citizen Kiosk,Chennai,False,,"Street lights are non-functional in Nanganallur, leaving the area in complete darkness at night.",Street lighting has been out in Nanganallur for over two weeks. Residents report safety concerns including theft and women being unable to walk at night.,English,Core Infrastructure & Public Works,Street Lighting,no_lighting,6,True,False,Sustained street lighting failure creates conditions for accidents and crime.,0.87,False,False
Children missing nutrition because anganwadi in Periamet is shut.,60,Citizen Kiosk,Chennai,False,,The anganwadi center in Periamet has been non-functional for weeks depriving children of meals.,The anganwadi center in Periamet has been closed for three weeks. Young children are being deprived of nutrition and early care services.,English,Social Infrastructure & Public Health,Healthcare,anganwadi_issue,7,False,True,Non-functional anganwadi denies nutrition to the most vulnerable children.,0.95,False,False
